Date,Close,High,Low,Open,Volume
2011-03-29,0.4393690824508667,0.4444113880540529,0.4334099766238108,0.44280702181517273,715764000
2011-03-30,0.4228670597076416,0.4446407085681297,0.41736633892565966,0.4428071349741357,1176320000
2011-03-31,0.4230961203575134,0.42813845315369325,0.41530346892720166,0.423554534118848,655112000
2011-04-01,0.41713711619377136,0.42905530233956524,0.4114071890588301,0.4285969158190189,850072000
2011-04-04,0.4022393524646759,0.41828309938622776,0.3992597990746403,0.41713711941485393,924328000
2011-04-05,0.4029269814491272,0.4114072285207671,0.40201018099777797,0.40819849524684504,821076000
2011-04-06,0.4001765847206116,0.40636487087386863,0.3967386176106725,0.405906484366649,856984000
2011-04-07,0.41484513878822327,0.41736630569451705,0.39948901239054513,0.4010933789116784,1021208000
2011-04-08,0.4022393524646759,0.41805389246302593,0.40109337249330207,0.41805389246302593,746552000
2011-04-11,0.39696767926216125,0.4059063358324268,0.39261296805362883,0.40384355632130087,546208000
2011-04-12,0.39811381697654724,0.4008641634286887,0.3857372169584345,0.3930715105939017,840756000
2011-04-13,0.4070523977279663,0.4095735367665347,0.39719696648404057,0.40223927188348957,749588000
2011-04-14,0.4242420792579651,0.42447128612736323,0.4010932783412043,0.40338523774594054,1254704000
2011-04-15,0.42882612347602844,0.4340976367771482,0.41897066299462926,0.42103344332410264,969720000
2011-04-18,0.41461583971977234,0.4214917176768875,0.4079691413011749,0.41874137195850347,743584000
2011-04-19,0.41301167011260986,0.4164496107264464,0.4017810477140166,0.4148452165821307,659860000
2011-04-20,0.4256173074245453,0.4343267594781644,0.4187414285383692,0.42813847394506876,650516000
2011-04-21,0.42447134852409363,0.4329516214260558,0.4235545755563592,0.430201247878222,421300000
2011-04-25,0.4311179220676422,0.43822297879516553,0.42607559025302316,0.42630479708907215,619612000
2011-04-26,0.4423486590385437,0.44670339912875856,0.4304304733327493,0.43478518610064765,676000000
2011-04-27,0.4423486590385437,0.4446406462012944,0.433180819676807,0.4446406462012944,450004000
2011-04-28,0.44716179370880127,0.4561004536413302,0.4373063607524669,0.44234866702803055,684000000
2011-04-29,0.45839250087738037,0.46847711535029646,0.44945383924144267,0.45014143280148744,836000000
2011-05-02,0.4522041380405426,0.46824785759418164,0.44991217810430845,0.46801867799394875,613824000
2011-05-03,0.43065977096557617,0.4483078884320531,0.42515907676974174,0.4469327285442565,808000000
2011-05-04,0.42745092511177063,0.43684797149718946,0.41942906557574083,0.43203484484664484,639356000
2011-05-05,0.4276800751686096,0.4327223807421479,0.41828303003250084,0.42401292893932,544000000
2011-05-06,0.4428071677684784,0.44693270182992223,0.43318091251766866,0.43661885301515146,841080000
2011-05-09,0.4526624381542206,0.4549543976529407,0.4430361864017462,0.4441821661511063,706328000
2011-05-10,0.45335012674331665,0.45678806671390637,0.44876617946021224,0.45632968018229136,690976000
2011-05-11,0.4554128050804138,0.46022590385619777,0.44922451961308385,0.45564201196977605,616000000
2011-05-12,0.4698522984981537,0.4703107124158561,0.45266259625397065,0.45380857640358285,1224000000
2011-05-13,0.4185122549533844,0.44120267347694453,0.4153035221467312,0.44005669357138033,2025192000
2011-05-16,0.40567734837532043,0.41828315712275776,0.4054481687428021,0.4173663566257201,728188000
2011-05-17,0.4040728211402893,0.4045312075455532,0.3923838175333518,0.40430202800407655,1420364000
2011-05-18,0.41346991062164307,0.4169078500206109,0.4043020722243955,0.4056772315905945,658844000
2011-05-19,0.40751078724861145,0.4169078321314975,0.40132250206046544,0.4166786252524759,650884000
2011-05-20,0.41461583971977234,0.4155326125184636,0.4047604091834453,0.406593982103138,575820000
2011-05-23,0.4141574800014496,0.4171370327726115,0.4033852486501479,0.40865676088800174,588000000
2011-05-24,0.41576194763183594,0.4324932612864853,0.41507435415955635,0.41622033417258275,720372000
2011-05-25,0.4208042323589325,0.4235546061051364,0.4095736124214459,0.4136991457184345,545312000
2011-05-26,0.4313473403453827,0.43501448781820123,0.4196583316828057,0.4208043118527712,706436000
2011-05-27,0.4469325542449951,0.44762012025958753,0.43272238302332144,0.43318076947382084,658824000
2011-05-31,0.45930925011634827,0.45953848438750156,0.4446407157714037,0.4556421301912725,1200716000
2011-06-01,0.43868160247802734,0.45793408428677257,0.43776480201723733,0.45724649077176016,762208000
2011-06-02,0.43661874532699585,0.44257785164846736,0.4313472323998965,0.4393691189044846,607592000
2011-06-03,0.4230961203575134,0.435472718144983,0.4210333677207581,0.43157639242982715,549300000
2011-06-06,0.4141574800014496,0.4263048706393792,0.4136990662502616,0.4224085450104653,435988000
2011-06-07,0.413928359746933,0.4196582596127353,0.4120947863254127,0.41736629966641436,433956000
2011-06-08,0.40269771218299866,0.414386718041855,0.3994889794056697,0.41186557866604395,569288000
2011-06-09,0.39811381697654724,0.40338533028117024,0.38367446394990784,0.4024685572378956,741632000
2011-06-10,0.392383873462677,0.4013225325898126,0.38917511352384065,0.3988013660180351,493548000
2011-06-13,0.38963356614112854,0.39742621888477536,0.38688319239883695,0.3923839125611029,574760000
2011-06-14,0.39284223318099976,0.4015516848185701,0.3912378669819951,0.39307144006184874,534576000
2011-06-15,0.3843620717525482,0.3898627648623264,0.376340184373784,0.38757080484619905,935916000
2011-06-16,0.3710686266422272,0.39055031177948357,0.3655679341881111,0.3845912055189284,1024908000
2011-06-17,0.3623591661453247,0.37565256514729534,0.35089936768395147,0.375423358249142,1467884000
2011-06-20,0.35800445079803467,0.36671390302354206,0.35525407733143216,0.3591504306350142,745960000
2011-06-21,0.3657971918582916,0.3685475659948065,0.355941757395303,0.35937969774362544,704276000
2011-06-22,0.36075496673583984,0.3680892356800049,0.36006737304556524,0.36327613449273755,651720000
2011-06-23,0.3715271055698395,0.3740482453355827,0.35296219014677715,0.35617095074270505,744024000
2011-06-24,0.36075496673583984,0.37290236418959966,0.3584630059831428,0.36969363006475475,529052000
2011-06-27,0.35319146513938904,0.363046901124769,0.3405856545926376,0.3607549405385097,1142152000
2011-06-28,0.35525399446487427,0.3593795263801418,0.350670076186201,0.35319124216839454,692200000
2011-06-29,0.36075496673583984,0.36442211486908604,0.3451696281530344,0.35754620528866754,960544000
2011-06-30,0.36533865332603455,0.3692349786357908,0.35617081621022695,0.3616715075507876,652300000
2011-07-01,0.37015193700790405,0.37152712409219263,0.3580045421710934,0.3653388095352156,540804000
2011-07-05,0.3639635741710663,0.3731314133024642,0.3607548140816875,0.36969347362819,535296000
2011-07-06,0.35915040969848633,0.36442192210575447,0.35479567017843316,0.3637343287791868,529580000
2011-07-07,0.36052557826042175,0.3628175378594567,0.3541080859186612,0.3609839920380796,986136000
2011-07-08,0.35364970564842224,0.35800444535613835,0.35067015265310364,0.3554832788241809,619516000
2011-07-11,0.34127312898635864,0.34837821525005486,0.34035635600112113,0.34700305577219853,714388000
2011-07-12,0.33668920397758484,0.34287751715609444,0.33095930460660583,0.339668757114957,867604000
2011-07-13,0.3360016644001007,0.3435651382455651,0.33279293116739206,0.34127317813011043,634368000
2011-07-14,0.32270827889442444,0.33943959261213047,0.32110391233460467,0.3373768395098363,1088996000
2011-07-15,0.3231666684150696,0.3266046084987883,0.316519995182141,0.3245418553774847,827736000
2011-07-18,0.31629082560539246,0.3224791130225337,0.31216529155319084,0.32064556661917504,818200000
2011-07-19,0.32591700553894043,0.32660457162019235,0.3172075255235022,0.3172075255235022,602224000
2011-07-20,0.32179149985313416,0.3288965594357699,0.32087469946283653,0.3270630132998112,662956000
2011-07-21,0.33691832423210144,0.3392102833910429,0.3174366440587903,0.3222497692214908,1143420000
2011-07-22,0.3437943160533905,0.3449402960140091,0.3355432494080096,0.3398979896517508,737192000
2011-07-25,0.3382937014102936,0.33989809571364926,0.3334806004672045,0.3385229084028661,566920000
2011-07-26,0.33004260063171387,0.3369184813142943,0.32522947322497914,0.32866741356626933,698276000
2011-07-27,0.3176659047603607,0.3270629498341096,0.31674910454796573,0.32545855629299664,652212000
2011-07-28,0.3169783353805542,0.3236250076416124,0.3114776156575231,0.31651994890088037,648176000
2011-07-29,0.3169783353805542,0.3199578884819067,0.31216520903819134,0.31376957537820727,677656000
2011-08-01,0.3339388072490692,0.3348555800808744,0.3215622100858314,0.3243125559035583,1019620000
2011-08-02,0.33050093054771423,0.352503755888472,0.33050093054771423,0.3316469104649971,1356432000
2011-08-03,0.3394395411014557,0.3405855209448962,0.32797974266705093,0.33118850262207306,765236000
2011-08-04,0.30712276697158813,0.33325111259824836,0.30712276697158813,0.33325111259824836,979732000
2011-08-05,0.29680904746055603,0.31812430496090793,0.2887871886973827,0.31422797902611516,1270588000
2011-08-08,0.27343106269836426,0.29245436232558286,0.27159748934566585,0.2823697225469001,1084180000
2011-08-09,0.29635074734687805,0.29680913394530484,0.2750355109579705,0.27870263106770726,1329832000
2011-08-10,0.282828152179718,0.29589234723325536,0.2812237854973442,0.2876412795491603,1140052000
2011-08-11,0.30735209584236145,0.3114776289805196,0.2828281039242108,0.2828281039242108,1078792000
2011-08-12,0.29520487785339355,0.340585741878383,0.29039174845980403,0.34012735510812026,3195784000
2011-08-15,0.3064352571964264,0.3071228504592029,0.2965798266227905,0.29818419268772883,864152000
2011-08-16,0.2977258265018463,0.3071228713124485,0.29222510734845275,0.3029973387779814,716868000
2011-08-17,0.2936004102230072,0.3036850523362428,0.2897040830229875,0.2986427176184635,553328000
2011-08-18,0.2736603021621704,0.283057349635976,0.27045154158272267,0.2803070029409636,802564000
2011-08-19,0.26884719729423523,0.28397414635726936,0.2670136235710914,0.26907640425549906,761332000
2011-08-22,0.2736603021621704,0.27961940943663055,0.27068074852494034,0.2764106488571828,611876000
2011-08-23,0.303226500749588,0.30345570761355534,0.2798484935173434,0.2803069072452781,938312000
2011-08-24,0.2988719344139099,0.3034558553463835,0.29107925243531046,0.30253908208881836,687500000
2011-08-25,0.28603681921958923,0.2981842098188244,0.28557843279217343,0.2929126975977625,690968000
2011-08-26,0.2981843650341034,0.3011639193467353,0.27984865249228996,0.2848909877855099,732660000
2011-08-29,0.3062061369419098,0.30735211692989556,0.29955946394051947,0.3066645507949586,601528000
2011-08-30,0.313540518283844,0.31606165856808877,0.3020806878813357,0.304143468829164,684760000
2011-08-31,0.3050600588321686,0.3190410211175831,0.3025389200629083,0.31583228911223027,705808000
2011-09-01,0.3043725788593292,0.3158324066399194,0.3041433992435555,0.3091857059807307,762312000
2011-09-02,0.29612138867378235,0.30162207917383005,0.29382940242273925,0.2974965476376415,471356000
2011-09-06,0.30208057165145874,0.3027681650361733,0.2837448937780843,0.28649523999462745,696248000
2011-09-07,0.32660457491874695,0.3355432346107735,0.31766594254903663,0.32660457491874695,1606620000
2011-09-08,0.32500019669532776,0.3311885098426762,0.31972868383610864,0.3233958303439955,880164000
2011-09-09,0.31812429428100586,0.3309592788001195,0.3153739482618567,0.32224982697088617,869828000
2011-09-12,0.3256877362728119,0.328438082038175,0.31376952575238737,0.31376952575238737,916480000
2011-09-13,0.33302202820777893,0.3346264217486198,0.32339580357429887,0.3284381091135205,853836000
2011-09-14,0.35021188855171204,0.3545666297809491,0.3415024334155616,0.34173164038848275,1547192000
2011-09-15,0.35525399446487427,0.3598379400658556,0.3520452625987262,0.3580043672899247,752908000
2011-09-16,0.35433730483055115,0.3690058631554835,0.3525037316246453,0.35594167113985087,1391588000
2011-09-19,0.3470030128955841,0.350899338584877,0.3380643544435814,0.3483781722035221,968204000
2011-09-20,0.3380643427371979,0.3527328994367851,0.33645997660566956,0.35135771285415424,792436000
2011-09-21,0.33164694905281067,0.3458570962160352,0.33141774211375885,0.3398980163462028,715252000
2011-09-22,0.3096439838409424,0.3190410278470282,0.30368490608783544,0.31858264145406767,1314632000
2011-09-23,0.31606143712997437,0.3250000936633347,0.3059768284137954,0.307810401086457,1011440000
2011-09-26,0.31674912571907043,0.32087465864481074,0.30253898103913374,0.3199578856934528,972124000
2011-09-27,0.3172075152397156,0.32752136131422926,0.3146863759381227,0.3247710151114393,781388000
2011-09-28,0.3075813055038452,0.3259170115398921,0.30253899932203265,0.31789512478031856,1236532000
2011-09-29,0.30001795291900635,0.3183536663102313,0.29222526994632847,0.3130821511009578,866416000
2011-09-30,0.28672438859939575,0.29680899845039554,0.28626597488791516,0.2952046324271424,677784000
2011-10-03,0.2706807255744934,0.29199598578994335,0.2706807255744934,0.2830573256361433,949896000
2011-10-04,0.29566311836242676,0.29566311836242676,0.26288805700594564,0.26403403702586514,1361548000
2011-10-05,0.3062061369419098,0.30895651077093017,0.28901643712212305,0.29497551666625826,856708000
2011-10-06,0.3183535933494568,0.31927036651386315,0.30735215144265304,0.3078105653471774,773192000
2011-10-07,0.32431265711784363,0.32912578429272127,0.31308206347288886,0.3197287368836058,806976000
2011-10-10,0.3387519419193268,0.3387519419193268,0.3291256903181355,0.329813283621408,534376000
2011-10-11,0.33508479595184326,0.34150228791381576,0.33393881622014504,0.33600156880827703,816080000
2011-10-12,0.33485570549964905,0.34173161360277515,0.33462652586701513,0.3415024066478197,612064000
2011-10-13,0.35433730483055115,0.35502489819805516,0.3323344810043099,0.33325125394610555,854832000
2011-10-14,0.3602965176105499,0.3641928447504378,0.3515870627951801,0.3605256972527065,702452000
2011-10-17,0.3424191176891327,0.3561709040777248,0.340585544349166,0.3561709040777248,611780000
2011-10-18,0.3547957241535187,0.3557125245025194,0.33852279801250607,0.3405855509837028,590916000
2011-10-19,0.347690612077713,0.36144239772597647,0.34677383911824244,0.35525408462144764,557568000
2011-10-20,0.3302716016769409,0.3396686444575696,0.31720741358623605,0.3382934581357145,990308000
2011-10-21,0.33187615871429443,0.3398980471171759,0.3263754649022682,0.3343973259828277,628428000
2011-10-24,0.34425264596939087,0.34952415838593087,0.33256364136412014,0.33325123469189716,535256000
2011-10-25,0.3311886787414551,0.3421900965532761,0.3305010850052795,0.33943972160857394,577996000
